Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
40,100,100,522,0.027641773223876953,"[7, 9, 11, 12, 27, 32, 37]"
40,100,100,530,0.017747163772583008,"[12, 27, 30, 31, 38, 39]"
40,100,100,451,0.010209321975708008,"[2, 5, 14, 18, 26, 29, 30]"
40,100,100,544,0.037027835845947266,"[6, 10, 14, 16, 19, 20, 23]"
40,100,100,459,0.03144955635070801,"[16, 24, 26, 29, 36, 39]"
40,100,100,499,0.008362770080566406,"[2, 16, 17, 23, 30, 38]"
40,100,100,481,0.04489421844482422,"[14, 15, 17, 22, 26, 34, 35, 36]"
40,100,100,470,0.020959138870239258,"[5, 10, 14, 25, 33, 39]"
40,100,100,442,0.03265881538391113,"[3, 8, 13, 25, 35, 39]"
40,100,100,436,0.021349668502807617,"[0, 1, 7, 11, 12, 38]"
