Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
20,200,200,698,0.2896735668182373,"[[2, 3, 4, 6, 8, 10, 14, 16, 18, 19]]"
20,200,200,688,0.28400135040283203,"[[2, 3, 5, 6, 9, 14, 15, 16, 19]]"
20,200,200,471,0.27231407165527344,"[[11, 12, 13, 16, 17, 18, 19]]"
20,200,200,759,0.28827786445617676,"[[1, 3, 5, 6, 7, 9, 10, 14, 16, 17]]"
20,200,200,638,0.29085350036621094,"[[0, 1, 2, 3, 4, 6, 7, 8, 10, 13, 19]]"
20,200,200,626,0.28373265266418457,"[[3, 6, 7, 8, 10, 11, 12, 13, 14, 19]]"
20,200,200,678,0.28648972511291504,"[[1, 2, 3, 5, 6, 7, 11, 12, 15, 16]]"
20,200,200,709,0.28332948684692383,"[[0, 1, 7, 9, 13, 14, 15, 16, 18]]"
20,200,200,897,0.2913093566894531,"[[2, 4, 5, 8, 9, 10, 13, 14, 16, 17, 18, 19]]"
20,200,200,579,0.27741003036499023,"[[0, 4, 7, 10, 11, 13, 15]]"
