Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
40,100,100,522,0.1291825771331787,"[[7, 9, 11, 12, 27, 32, 37]]"
40,100,100,530,0.1284799575805664,"[[12, 27, 30, 31, 38, 39]]"
40,100,100,451,0.12276911735534668,"[[2, 5, 14, 18, 26, 29, 30]]"
40,100,100,544,0.13065600395202637,"[[6, 10, 14, 16, 19, 20, 23]]"
40,100,100,459,0.12744927406311035,"[[16, 24, 26, 29, 36, 39]]"
40,100,100,499,0.12408232688903809,"[[2, 16, 17, 23, 30, 38]]"
40,100,100,481,0.12690114974975586,"[[14, 15, 17, 22, 26, 34, 35, 36]]"
40,100,100,470,0.13007736206054688,"[[5, 10, 14, 25, 33, 39]]"
40,100,100,442,0.1298069953918457,"[[3, 8, 13, 25, 35, 39]]"
40,100,100,436,0.1280207633972168,"[[0, 1, 7, 11, 12, 38]]"
