Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
70,200,200,1145,0.23789024353027344,"[[3, 9, 11, 19, 28, 37, 40, 43, 46, 47, 52, 53, 54, 65, 67, 69]]"
70,200,200,780,2.1214756965637207,"[[12, 14, 16, 20, 21, 31, 32, 41, 45, 47, 59]]"
70,200,200,1001,0.701941728591919,"[[2, 13, 15, 27, 36, 38, 41, 45, 49, 50, 56, 63, 65]]"
70,200,200,1067,0.7409365177154541,"[[0, 5, 16, 17, 20, 22, 24, 30, 46, 47, 49, 51, 64]]"
70,200,200,1088,2.0509872436523438,"[[2, 4, 10, 12, 31, 32, 34, 39, 44, 46, 50, 55, 63, 68]]"
70,200,200,1021,6.555764198303223,"[[0, 8, 9, 14, 15, 16, 19, 30, 34, 38, 56, 60, 61, 65]]"
70,200,200,1072,0.9347264766693115,"[[3, 4, 8, 9, 12, 20, 23, 28, 30, 36, 48, 51, 66, 68]]"
70,200,200,1235,3.801734209060669,"[[3, 8, 12, 16, 19, 21, 33, 45, 48, 54, 61, 62, 66, 69]]"
70,200,200,915,0.507676362991333,"[[9, 16, 19, 22, 28, 31, 43, 44, 46, 47, 48, 53, 55]]"
70,200,200,946,23.761770486831665,"[[7, 26, 32, 41, 43, 45, 55, 56, 60, 62, 65, 66, 68]]"
