Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
80,200,200,1308,1.2103517055511475,"[[3, 6, 10, 13, 16, 17, 29, 30, 38, 45, 55, 56, 57, 58, 61, 64, 67, 75]]"
80,200,200,982,1.1714661121368408,"[[0, 2, 10, 11, 27, 36, 43, 48, 51, 56, 67, 75, 76]]"
80,200,200,1202,1.1929173469543457,"[[2, 7, 10, 21, 27, 31, 35, 39, 42, 49, 51, 55, 58, 64, 69]]"
80,200,200,1038,1.2201564311981201,"[[3, 6, 13, 17, 20, 31, 37, 41, 45, 48, 59, 63, 71, 73]]"
80,200,200,1078,1.1829915046691895,"[[6, 7, 20, 21, 22, 23, 25, 33, 38, 43, 45, 47, 66, 70, 72]]"
80,200,200,1082,1.2020885944366455,"[[6, 12, 14, 20, 21, 23, 26, 33, 34, 39, 53, 55, 56, 59, 60, 67]]"
80,200,200,1128,1.2084619998931885,"[[7, 14, 24, 26, 28, 31, 32, 33, 54, 57, 63, 69, 78, 79]]"
80,200,200,1138,1.1692743301391602,"[[1, 5, 17, 19, 23, 29, 31, 41, 44, 46, 47, 49, 55, 72]]"
80,200,200,1016,1.176612377166748,"[[5, 13, 14, 19, 34, 37, 39, 52, 57, 67, 73, 74, 75]]"
80,200,200,1263,1.1871137619018555,"[[10, 12, 34, 35, 36, 38, 40, 41, 42, 44, 50, 52, 68, 74, 75, 77, 79]]"
