Algoritmo,Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
BB,40,100,500,446,0.00031256675720214844,"[[2, 4, 7, 8, 12, 21, 22, 25]]"
BB,40,100,500,591,0.0005333423614501953,"[[4, 6, 7, 9, 15, 24, 29, 33]]"
BB,40,100,250,648,0.00018715858459472656,"[[2, 5, 6, 8, 10, 16, 29, 33, 36]]"
BB,40,100,250,667,0.0007014274597167969,"[[0, 6, 7, 11, 12, 14, 15, 16, 26]]"
BB,40,100,250,595,0.00024771690368652344,"[[0, 1, 2, 3, 15, 17, 32, 34]]"
BB,40,100,250,728,0.00029659271240234375,"[[1, 10, 14, 15, 18, 23, 27, 28, 30, 33]]"
BB,40,100,250,591,0.003159761428833008,"[[1, 10, 11, 12, 13, 14, 29, 38]]"
BB,40,100,250,566,0.0003826618194580078,"[[2, 15, 21, 24, 27, 29, 31, 32]]"
BB,40,100,250,594,0.0004467964172363281,"[[1, 5, 8, 14, 18, 28, 29, 30, 38, 39]]"
BB,40,100,250,622,0.0005662441253662109,"[[4, 9, 10, 11, 15, 17, 28, 36, 37]]"
BB,40,100,250,770,0.0029244422912597656,"[[3, 5, 7, 10, 11, 27, 30, 32, 36, 37, 39]]"
BB,40,100,250,553,0.00011897087097167969,"[[4, 13, 16, 28, 29, 31, 32]]"
BT,40,100,100,522,0.028883695602416992,"[7, 9, 11, 12, 27, 32, 37]"
BT,40,100,100,530,0.017812013626098633,"[12, 27, 30, 31, 38, 39]"
BT,40,100,100,451,0.010387659072875977,"[2, 5, 14, 18, 26, 29, 30]"
BT,40,100,100,544,0.03887176513671875,"[6, 10, 14, 16, 19, 20, 23]"
BT,40,100,100,459,0.03318047523498535,"[16, 24, 26, 29, 36, 39]"
BT,40,100,100,499,0.009442567825317383,"[2, 16, 17, 23, 30, 38]"
BT,40,100,100,481,0.04537200927734375,"[14, 15, 17, 22, 26, 34, 35, 36]"
BT,40,100,100,470,0.021274328231811523,"[5, 10, 14, 25, 33, 39]"
BT,40,100,100,442,0.03784894943237305,"[3, 8, 13, 25, 35, 39]"
BT,40,100,100,436,0.021975278854370117,"[0, 1, 7, 11, 12, 38]"
BT,40,100,500,717,0.17250657081604004,"[6, 10, 11, 15, 17, 18, 19, 22, 32, 37]"
BT,40,100,500,602,0.038075923919677734,"[10, 14, 17, 22, 27, 31, 33, 35, 38]"
BT,40,100,500,720,0.29836058616638184,"[0, 2, 11, 14, 17, 19, 22, 26, 27, 30, 32, 39]"
BT,40,100,500,805,0.8631815910339355,"[1, 2, 6, 10, 14, 15, 16, 24, 25, 29, 31, 38]"
BT,40,100,500,1006,1.9111425876617432,"[1, 7, 9, 11, 16, 18, 19, 21, 29, 30, 31, 34, 39]"
BT,40,100,500,993,2.4273409843444824,"[0, 2, 3, 5, 12, 19, 20, 21, 22, 25, 28, 31, 32, 34, 36]"
BT,40,100,500,638,0.395979642868042,"[1, 2, 4, 11, 14, 17, 18, 21, 27, 34, 37]"
BT,40,100,500,406,0.3675100803375244,"[7, 13, 14, 15, 18, 21, 27, 35, 36, 39]"
BT,40,100,500,446,0.06062960624694824,"[2, 4, 7, 8, 12, 21, 22, 25]"
BT,40,100,500,591,0.0941622257232666,"[4, 6, 7, 9, 15, 24, 29, 33]"
BT,40,100,250,648,0.17574048042297363,"[2, 5, 6, 8, 10, 16, 29, 33, 36]"
BT,40,100,250,667,0.09843587875366211,"[0, 6, 7, 11, 12, 14, 15, 16, 26]"
BT,40,100,250,595,0.07911324501037598,"[0, 1, 2, 3, 15, 17, 32, 34]"
BT,40,100,250,728,0.10787653923034668,"[1, 3, 10, 14, 15, 23, 27, 30, 33]"
BT,40,100,250,591,0.16118884086608887,"[1, 10, 11, 12, 13, 14, 29, 38]"
BT,40,100,250,566,0.06336236000061035,"[2, 15, 21, 24, 27, 29, 31, 32]"
BT,40,100,250,594,0.26256847381591797,"[1, 3, 5, 14, 18, 29, 30, 38, 39]"
BT,40,100,250,622,0.12682628631591797,"[4, 9, 10, 11, 15, 17, 28, 36, 37]"
BT,40,100,250,770,1.3821513652801514,"[3, 5, 7, 10, 11, 27, 30, 32, 36, 37, 39]"
BT,40,100,250,553,0.050161123275756836,"[4, 13, 16, 28, 29, 31, 32]"
DP,40,100,100,522,0.1291825771331787,"[[7, 9, 11, 12, 27, 32, 37]]"
DP,40,100,100,530,0.1284799575805664,"[[12, 27, 30, 31, 38, 39]]"
DP,40,100,100,451,0.12276911735534668,"[[2, 5, 14, 18, 26, 29, 30]]"
DP,40,100,100,544,0.13065600395202637,"[[6, 10, 14, 16, 19, 20, 23]]"
DP,40,100,100,459,0.12744927406311035,"[[16, 24, 26, 29, 36, 39]]"
DP,40,100,100,499,0.12408232688903809,"[[2, 16, 17, 23, 30, 38]]"
DP,40,100,100,481,0.12690114974975586,"[[14, 15, 17, 22, 26, 34, 35, 36]]"
DP,40,100,100,470,0.13007736206054688,"[[5, 10, 14, 25, 33, 39]]"
DP,40,100,100,442,0.1298069953918457,"[[3, 8, 13, 25, 35, 39]]"
DP,40,100,100,436,0.1280207633972168,"[[0, 1, 7, 11, 12, 38]]"
DP,40,100,500,717,0.7206058502197266,"[[6, 10, 11, 15, 17, 18, 19, 22, 32, 37]]"
DP,40,100,500,602,0.7130546569824219,"[[10, 14, 17, 22, 27, 31, 33, 35, 38]]"
DP,40,100,500,720,0.7263939380645752,"[[0, 2, 11, 14, 17, 19, 22, 26, 27, 30, 32, 39]]"
DP,40,100,500,805,0.7270803451538086,"[[1, 2, 6, 10, 14, 15, 16, 24, 25, 29, 31, 38]]"
DP,40,100,500,1006,0.7187178134918213,"[[1, 7, 9, 11, 16, 18, 19, 21, 29, 30, 31, 34, 39]]"
DP,40,100,500,993,0.734062671661377,"[[0, 2, 3, 5, 12, 19, 20, 21, 22, 25, 28, 31, 32, 34, 36]]"
DP,40,100,500,638,0.7291085720062256,"[[1, 2, 4, 11, 14, 17, 18, 21, 27, 34, 37]]"
DP,40,100,500,406,0.7221708297729492,"[[7, 13, 14, 15, 18, 21, 27, 35, 36, 39]]"
DP,40,100,500,446,0.7189340591430664,"[[2, 4, 7, 8, 12, 21, 22, 25]]"
DP,40,100,500,591,0.7134642601013184,"[[4, 6, 7, 9, 15, 24, 29, 33]]"
DP,40,100,250,648,0.34048986434936523,"[[2, 5, 6, 8, 10, 16, 29, 33, 36]]"
DP,40,100,250,667,0.33210253715515137,"[[0, 6, 7, 11, 12, 14, 15, 16, 26]]"
DP,40,100,250,595,0.35137319564819336,"[[0, 1, 2, 3, 15, 17, 32, 34]]"
DP,40,100,250,728,0.3346569538116455,"[[1, 3, 10, 14, 15, 23, 27, 30, 33]]"
DP,40,100,250,591,0.35721707344055176,"[[1, 10, 11, 12, 13, 14, 29, 38]]"
DP,40,100,250,566,0.33501195907592773,"[[2, 15, 21, 24, 27, 29, 31, 32]]"
DP,40,100,250,594,0.3674495220184326,"[[1, 3, 5, 14, 18, 29, 30, 38, 39]]"
DP,40,100,250,622,0.36154913902282715,"[[4, 9, 10, 11, 15, 17, 28, 36, 37]]"
DP,40,100,250,770,0.344651460647583,"[[3, 5, 7, 10, 11, 27, 30, 32, 36, 37, 39]]"
DP,40,100,250,553,0.3489103317260742,"[[4, 13, 16, 28, 29, 31, 32]]"
