Algoritmo,Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
BB,30,200,200,738,0.0014193058013916016,"[[0, 1, 3, 6, 8, 10, 12, 18, 19, 25, 26, 27]]"
BB,30,200,200,688,0.001936197280883789,"[[0, 1, 6, 10, 11, 13, 18, 19, 22, 29]]"
BB,30,200,200,698,0.00033092498779296875,"[[3, 4, 5, 6, 11, 12, 13, 20, 21, 24]]"
BB,30,200,200,861,0.00011563301086425781,"[[5, 7, 10, 11, 14, 16, 19, 20, 21, 22, 23, 24, 28]]"
BB,30,200,200,832,0.0016438961029052734,"[[3, 4, 5, 6, 9, 10, 12, 18, 22, 24, 27, 28]]"
BB,30,200,200,792,0.0031435489654541016,"[[0, 4, 6, 11, 13, 16, 17, 19, 23, 26, 27, 28]]"
BB,30,200,200,708,0.0013883113861083984,"[[1, 5, 7, 12, 13, 15, 17, 20, 25]]"
BB,30,200,200,818,0.00083160400390625,"[[0, 2, 13, 14, 16, 20, 24, 26, 27, 28, 29]]"
BB,80,200,200,1308,1.057131052017212,"[[3, 6, 10, 13, 16, 17, 29, 30, 38, 45, 55, 56, 57, 58, 61, 64, 67, 75]]"
BB,80,200,200,982,34.60751557350159,"[[0, 2, 10, 11, 27, 36, 43, 48, 51, 56, 67, 75, 76]]"
BB,80,200,200,1202,13.820723295211792,"[[2, 7, 10, 21, 27, 31, 35, 39, 42, 49, 51, 55, 58, 64, 69]]"
BB,80,200,200,1038,0.7080464363098145,"[[3, 6, 13, 17, 20, 31, 37, 41, 45, 48, 59, 63, 71, 73]]"
BB,80,200,200,1078,0.532463550567627,"[[6, 7, 20, 21, 22, 23, 25, 33, 38, 43, 45, 47, 66, 70, 72]]"
BB,80,200,200,1082,18.939411401748657,"[[6, 12, 14, 20, 21, 23, 26, 33, 34, 39, 53, 55, 56, 59, 60, 67]]"
BB,80,200,200,1128,14.9581458568573,"[[7, 14, 24, 26, 28, 31, 32, 33, 54, 57, 63, 69, 78, 79]]"
BB,80,200,200,1138,2.0789337158203125,"[[1, 5, 17, 19, 23, 29, 31, 41, 44, 46, 47, 49, 55, 72]]"
BB,80,200,200,1016,40.26404523849487,"[[5, 13, 14, 19, 34, 37, 39, 52, 57, 67, 73, 74, 75]]"
BB,80,200,200,1263,6.5358147621154785,"[[10, 12, 34, 35, 36, 38, 40, 41, 42, 44, 50, 52, 68, 74, 75, 77, 79]]"
BB,70,200,200,1145,0.23789024353027344,"[[3, 9, 11, 19, 28, 37, 40, 43, 46, 47, 52, 53, 54, 65, 67, 69]]"
BB,70,200,200,780,2.1214756965637207,"[[12, 14, 16, 20, 21, 31, 32, 41, 45, 47, 59]]"
BB,70,200,200,1001,0.701941728591919,"[[2, 13, 15, 27, 36, 38, 41, 45, 49, 50, 56, 63, 65]]"
BB,70,200,200,1067,0.7409365177154541,"[[0, 5, 16, 17, 20, 22, 24, 30, 46, 47, 49, 51, 64]]"
BB,70,200,200,1088,2.0509872436523438,"[[2, 4, 10, 12, 31, 32, 34, 39, 44, 46, 50, 55, 63, 68]]"
BB,70,200,200,1021,6.555764198303223,"[[0, 8, 9, 14, 15, 16, 19, 30, 34, 38, 56, 60, 61, 65]]"
BB,70,200,200,1072,0.9347264766693115,"[[3, 4, 8, 9, 12, 20, 23, 28, 30, 36, 48, 51, 66, 68]]"
BB,70,200,200,1235,3.801734209060669,"[[3, 8, 12, 16, 19, 21, 33, 45, 48, 54, 61, 62, 66, 69]]"
BB,70,200,200,915,0.507676362991333,"[[9, 16, 19, 22, 28, 31, 43, 44, 46, 47, 48, 53, 55]]"
BB,70,200,200,946,23.761770486831665,"[[7, 26, 32, 41, 43, 45, 55, 56, 60, 62, 65, 66, 68]]"
BB,60,200,200,852,0.16701769828796387,"[[4, 9, 10, 13, 14, 19, 23, 25, 29, 39, 42, 52, 57]]"
BB,60,200,200,936,0.1314535140991211,"[[0, 3, 5, 6, 12, 15, 22, 27, 31, 34, 35, 36, 43, 44]]"
BB,60,200,200,939,0.08596277236938477,"[[16, 25, 26, 33, 37, 39, 40, 48, 51, 56, 57, 59]]"
BB,60,200,200,843,0.12122488021850586,"[[2, 5, 9, 19, 21, 30, 32, 35, 37, 41, 46, 53, 56]]"
BB,60,200,200,941,3.8838624954223633,"[[4, 6, 8, 10, 27, 30, 38, 45, 48, 51, 52, 56, 59]]"
BB,60,200,200,1014,0.14789915084838867,"[[5, 7, 14, 16, 17, 23, 24, 27, 44, 48, 50, 55, 57]]"
BB,60,200,200,926,0.3870868682861328,"[[18, 30, 31, 34, 36, 38, 41, 42, 47, 49, 53, 56]]"
BB,60,200,200,820,0.09721589088439941,"[[6, 9, 14, 18, 28, 30, 32, 35, 40, 43, 53]]"
BB,60,200,200,1024,0.010849475860595703,"[[3, 10, 13, 19, 20, 34, 38, 40, 44, 46, 47, 53, 56]]"
BB,60,200,200,864,3.264145612716675,"[[21, 23, 29, 32, 36, 37, 44, 49, 53, 59]]"
BB,90,200,200,1251,4.284308195114136,"[[3, 13, 14, 24, 27, 32, 35, 38, 44, 46, 49, 60, 72, 83, 86, 87]]"
BB,90,200,200,1384,0.7207796573638916,"[[0, 28, 33, 41, 47, 49, 53, 56, 58, 59, 65, 79, 80, 82, 85, 87, 88]]"
BB,90,200,200,1004,23.278945207595825,"[[0, 3, 18, 23, 31, 37, 45, 46, 48, 62, 67, 78, 83]]"
BB,90,200,200,1122,38.741079807281494,"[[4, 15, 24, 33, 38, 39, 43, 63, 66, 71, 75, 78, 81, 82]]"
BB,90,200,200,1124,0.18468356132507324,"[[4, 13, 14, 15, 20, 29, 31, 35, 45, 53, 62, 69, 70, 89]]"
BB,90,200,200,1084,0.3119521141052246,"[[5, 8, 20, 22, 29, 33, 37, 38, 39, 46, 49, 51, 55, 68, 70]]"
BB,90,200,200,1143,1.4578943252563477,"[[10, 16, 30, 31, 34, 38, 40, 41, 43, 53, 67, 72, 80, 83, 88]]"
BB,90,200,200,1209,4.756821632385254,"[[1, 13, 15, 23, 38, 41, 44, 52, 53, 54, 61, 67, 71, 75, 87, 89]]"
BB,90,200,200,1106,36.46881437301636,"[[2, 11, 12, 16, 18, 24, 30, 38, 43, 55, 61, 70, 75, 79, 87]]"
BB,90,200,200,1206,0.2647979259490967,"[[8, 14, 19, 20, 26, 32, 34, 57, 66, 67, 70, 72, 77, 80, 85, 88]]"
BB,50,200,200,873,0.007603168487548828,"[[3, 6, 8, 9, 10, 12, 16, 25, 28, 30, 32, 33, 47]]"
BB,50,200,200,970,0.00508570671081543,"[[1, 6, 21, 29, 30, 33, 34, 36, 37, 38, 41, 43, 44, 45]]"
BB,50,200,200,811,0.08662891387939453,"[[0, 5, 12, 19, 22, 31, 33, 36, 39, 41, 42, 46]]"
BB,50,200,200,989,0.01148843765258789,"[[1, 2, 4, 12, 13, 14, 15, 18, 20, 26, 27, 37, 43, 45]]"
BB,50,200,200,867,0.005710601806640625,"[[0, 8, 13, 25, 26, 31, 32, 35, 38, 40, 43, 46]]"
BB,50,200,200,953,0.014069080352783203,"[[9, 13, 14, 18, 20, 22, 23, 25, 26, 33, 36, 37, 40, 43, 47]]"
BB,50,200,200,1036,0.020353317260742188,"[[1, 2, 17, 22, 23, 25, 29, 31, 32, 39, 40, 42, 48]]"
BB,50,200,200,762,0.09786128997802734,"[[4, 7, 8, 12, 18, 21, 27, 32, 37, 40, 46]]"
BB,50,200,200,850,0.0062541961669921875,"[[0, 13, 14, 16, 22, 23, 28, 29, 31, 35, 38]]"
BB,50,200,200,933,0.04367375373840332,"[[8, 10, 13, 14, 18, 19, 29, 37, 40, 43, 45, 46]]"
BB,100,200,200,1432,203.82485961914062,"[[4, 7, 13, 16, 17, 26, 28, 29, 37, 48, 58, 60, 72, 74, 82, 83, 85, 90, 91, 93]]"
BB,100,200,200,1156,56.77348709106445,"[[1, 5, 9, 13, 15, 26, 43, 45, 60, 61, 75, 76, 82, 85, 95]]"
BB,100,200,200,1169,50.843592166900635,"[[1, 12, 14, 24, 28, 30, 35, 37, 42, 46, 62, 70, 76, 79, 85, 95]]"
BB,100,200,200,1236,20.628441333770752,"[[12, 29, 41, 47, 51, 52, 53, 56, 63, 67, 69, 74, 80, 82, 88, 91, 96]]"
BB,100,200,200,1169,11.291491746902466,"[[3, 6, 8, 12, 25, 33, 47, 51, 71, 79, 80, 86, 87, 88, 93, 94]]"
BB,100,200,200,1188,4.346246719360352,"[[5, 19, 22, 36, 39, 41, 46, 51, 54, 62, 64, 65, 68, 77, 93, 95]]"
BB,100,200,200,1154,0.9888238906860352,"[[0, 8, 13, 32, 40, 46, 59, 63, 64, 68, 72, 75, 83, 86, 87, 90]]"
BB,100,200,200,1157,0.7047207355499268,"[[2, 15, 17, 29, 31, 32, 39, 40, 42, 48, 54, 58, 77, 82, 87, 96]]"
BB,100,200,200,1087,13.848052740097046,"[[0, 16, 23, 35, 38, 58, 63, 65, 68, 69, 79, 87, 95, 96]]"
BB,100,200,200,1106,13.021902799606323,"[[4, 10, 14, 19, 25, 29, 39, 57, 60, 63, 72, 75, 82, 91, 94, 95, 96]]"
BB,100,200,200,1104,2.107974052429199,"[[14, 24, 28, 29, 45, 55, 62, 68, 80, 84, 86, 88, 91, 92]]"
BB,100,200,200,1229,24.63788104057312,"[[5, 11, 12, 18, 28, 30, 31, 35, 37, 49, 63, 77, 78, 90, 93]]"
BB,100,200,200,1156,16.99538803100586,"[[5, 15, 17, 37, 39, 43, 48, 54, 57, 68, 79, 89, 90, 95, 96]]"
BB,100,200,200,1261,62.52062726020813,"[[6, 15, 23, 44, 49, 53, 59, 64, 65, 67, 69, 70, 72, 74, 83, 89, 91, 94, 95, 96]]"
BB,100,200,200,1110,764.6870546340942,"[[3, 6, 12, 22, 30, 46, 47, 52, 62, 63, 64, 66, 74, 82, 83]]"
BB,100,200,200,1017,11.140516996383667,"[[10, 15, 16, 34, 41, 46, 59, 62, 73, 79, 84, 88, 99]]"
BB,100,200,200,1123,204.5003273487091,"[[3, 8, 13, 18, 23, 24, 32, 45, 49, 50, 57, 68, 69, 80, 91, 93, 94]]"
BB,100,200,200,1223,69.96318244934082,"[[7, 9, 14, 21, 24, 28, 43, 45, 49, 58, 61, 62, 72, 90, 94, 95]]"
BB,100,200,200,1101,3.573586940765381,"[[20, 33, 34, 53, 54, 60, 61, 62, 67, 73, 75, 82, 84, 86, 87, 90, 91]]"
BB,100,200,200,1133,92.39868330955505,"[[11, 14, 19, 22, 25, 32, 37, 40, 54, 57, 63, 68, 77, 88, 89, 92]]"
BB,10,200,200,475,2.5987625122070312e-05,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
BB,10,200,200,573,5.364418029785156e-05,"[[1, 2, 4, 5, 6, 7, 8, 9]]"
BB,10,200,200,479,4.863739013671875e-05,"[[0, 1, 2, 3, 4, 7, 8, 9]]"
BB,10,200,200,579,7.534027099609375e-05,"[[0, 2, 5, 6, 7, 8, 9]]"
BB,10,200,200,448,4.76837158203125e-05,"[[1, 3, 4, 6, 7, 8, 9]]"
BB,10,200,200,469,3.6716461181640625e-05,"[[0, 1, 2, 3, 4, 5, 6, 7, 9]]"
BB,10,200,200,459,7.128715515136719e-05,"[[1, 2, 3, 5, 6, 8]]"
BB,10,200,200,415,3.504753112792969e-05,"[[0, 1, 2, 3, 4, 5, 7, 8, 9]]"
BB,10,200,200,364,2.2411346435546875e-05,"[[1, 2, 3, 4, 5, 6, 7, 8, 9]]"
BB,10,200,200,581,4.6253204345703125e-05,"[[0, 1, 3, 4, 5, 7, 8, 9]]"
DP,20,200,200,797,0.2919008731842041,"[[1, 2, 6, 7, 9, 11, 12, 14, 16, 17, 18]]"
DP,20,200,200,668,0.28391432762145996,"[[0, 1, 4, 8, 10, 12, 15, 16, 17]]"
DP,20,200,200,686,0.28454065322875977,"[[0, 4, 6, 8, 9, 10, 12, 14, 15, 16, 17]]"
DP,20,200,200,641,0.28351569175720215,"[[1, 2, 3, 8, 10, 11, 12, 17, 19]]"
DP,20,200,200,664,0.2813150882720947,"[[2, 4, 6, 11, 13, 15, 17, 18, 19]]"
DP,20,200,200,705,0.2870335578918457,"[[1, 2, 7, 10, 13, 15, 16, 17]]"
DP,20,200,200,709,0.28739094734191895,"[[0, 1, 2, 5, 8, 12, 13, 14, 15, 18]]"
DP,20,200,200,703,0.28228187561035156,"[[1, 2, 3, 4, 8, 10, 11, 12, 13, 15]]"
DP,20,200,200,845,0.3226969242095947,"[[0, 1, 4, 5, 6, 10, 11, 13, 16, 18]]"
DP,20,200,200,712,0.31862473487854004,"[[0, 1, 2, 3, 5, 13, 16, 18]]"
DP,20,200,200,705,0.2929069995880127,"[[1, 2, 7, 10, 13, 15, 16, 17]]"
DP,20,200,200,709,0.2925896644592285,"[[0, 1, 2, 5, 8, 12, 13, 14, 15, 18]]"
DP,20,200,200,703,0.2883307933807373,"[[1, 2, 3, 4, 8, 10, 11, 12, 13, 15]]"
DP,20,200,200,845,0.2872893810272217,"[[0, 1, 4, 5, 6, 10, 11, 13, 16, 18]]"
DP,20,200,200,712,0.28946661949157715,"[[0, 1, 2, 3, 5, 13, 16, 18]]"
DP,20,200,200,672,0.29086732864379883,"[[0, 1, 4, 5, 6, 7, 10, 13, 17, 18]]"
DP,20,200,200,556,0.3231370449066162,"[[0, 1, 2, 7, 10, 11, 12]]"
DP,20,200,200,687,0.2978365421295166,"[[1, 4, 5, 9, 10, 12, 14, 15, 18]]"
DP,20,200,200,609,0.2973031997680664,"[[0, 1, 2, 8, 10, 14, 15, 18, 19]]"
DP,20,200,200,561,1.542879581451416,"[[3, 6, 7, 8, 11, 14, 15, 19]]"
DP,40,200,200,823,0.5799100399017334,"[[0, 1, 5, 6, 14, 17, 18, 20, 22, 27, 30]]"
DP,40,200,200,848,0.5636932849884033,"[[4, 5, 10, 12, 14, 15, 21, 22, 30, 32, 39]]"
DP,40,200,200,818,0.5675687789916992,"[[14, 20, 21, 26, 30, 32, 34, 35, 36, 38, 39]]"
DP,40,200,200,952,0.5733559131622314,"[[4, 6, 10, 12, 13, 15, 22, 28, 30, 35, 37, 38, 39]]"
DP,40,200,200,823,0.5776445865631104,"[[0, 3, 6, 12, 18, 19, 25, 26, 27, 30, 31, 36]]"
DP,40,200,200,838,0.5704970359802246,"[[0, 3, 8, 9, 11, 12, 23, 24, 26, 32]]"
DP,40,200,200,932,0.5771627426147461,"[[0, 1, 3, 15, 17, 20, 21, 26, 29, 30, 32, 34, 38]]"
DP,40,200,200,857,1.7727084159851074,"[[3, 4, 5, 6, 9, 10, 18, 22, 24, 27, 28, 36]]"
DP,40,200,200,871,0.5801296234130859,"[[1, 3, 6, 7, 9, 13, 16, 17, 27, 35, 36]]"
DP,40,200,200,874,0.5742993354797363,"[[0, 10, 12, 24, 26, 30, 34, 36, 37, 38, 39]]"
DP,40,200,200,1051,0.6003894805908203,"[[1, 4, 7, 8, 13, 16, 17, 19, 26, 27, 28, 29, 32, 37, 39]]"
DP,40,200,200,841,0.5817039012908936,"[[5, 6, 8, 13, 14, 18, 20, 32, 33, 34, 35, 36]]"
DP,40,200,200,1066,0.6284756660461426,"[[2, 3, 10, 11, 12, 15, 21, 23, 25, 29, 30, 33, 35, 38]]"
DP,40,200,200,842,0.5929417610168457,"[[1, 5, 6, 7, 23, 25, 27, 31, 36, 37]]"
DP,40,200,200,875,0.5867655277252197,"[[0, 1, 4, 13, 15, 16, 17, 18, 22, 25, 29, 35]]"
DP,40,200,200,901,0.5760924816131592,"[[1, 4, 12, 13, 19, 24, 26, 28, 30, 35, 37]]"
DP,40,200,200,819,0.5810284614562988,"[[2, 3, 6, 22, 23, 28, 30, 32, 33, 36, 39]]"
DP,40,200,200,847,0.5818512439727783,"[[3, 4, 5, 15, 17, 18, 30, 32, 35, 37, 38]]"
DP,40,200,200,953,0.5893535614013672,"[[9, 10, 11, 21, 24, 27, 29, 30, 31, 32, 33, 36, 37]]"
DP,40,200,200,886,0.5846571922302246,"[[3, 7, 9, 10, 14, 15, 20, 22, 28, 29, 31, 36, 38]]"
DP,30,200,200,806,0.44815850257873535,"[[0, 1, 6, 9, 10, 12, 14, 15, 18, 19, 24]]"
DP,30,200,200,942,0.44039249420166016,"[[0, 2, 3, 5, 7, 9, 12, 16, 20, 25, 27, 28, 29]]"
DP,30,200,200,738,0.43425536155700684,"[[0, 1, 3, 6, 8, 10, 12, 18, 19, 25, 26, 27]]"
DP,30,200,200,688,0.43056416511535645,"[[0, 1, 6, 10, 11, 13, 18, 19, 22, 29]]"
DP,30,200,200,698,0.43316030502319336,"[[3, 4, 5, 6, 11, 12, 13, 20, 21, 24]]"
DP,30,200,200,861,0.4951202869415283,"[[5, 7, 10, 11, 14, 16, 19, 20, 21, 22, 23, 24, 28]]"
DP,30,200,200,832,0.439760684967041,"[[3, 4, 5, 6, 9, 10, 12, 18, 22, 24, 27, 28]]"
DP,30,200,200,792,0.431044340133667,"[[0, 4, 6, 11, 13, 16, 17, 19, 23, 26, 27, 28]]"
DP,30,200,200,708,0.43036413192749023,"[[1, 5, 7, 12, 13, 15, 17, 20, 25]]"
DP,30,200,200,818,0.4354233741760254,"[[0, 2, 13, 14, 16, 20, 24, 26, 27, 28, 29]]"
DP,80,200,200,1308,1.2103517055511475,"[[3, 6, 10, 13, 16, 17, 29, 30, 38, 45, 55, 56, 57, 58, 61, 64, 67, 75]]"
DP,80,200,200,982,1.1714661121368408,"[[0, 2, 10, 11, 27, 36, 43, 48, 51, 56, 67, 75, 76]]"
DP,80,200,200,1202,1.1929173469543457,"[[2, 7, 10, 21, 27, 31, 35, 39, 42, 49, 51, 55, 58, 64, 69]]"
DP,80,200,200,1038,1.2201564311981201,"[[3, 6, 13, 17, 20, 31, 37, 41, 45, 48, 59, 63, 71, 73]]"
DP,80,200,200,1078,1.1829915046691895,"[[6, 7, 20, 21, 22, 23, 25, 33, 38, 43, 45, 47, 66, 70, 72]]"
DP,80,200,200,1082,1.2020885944366455,"[[6, 12, 14, 20, 21, 23, 26, 33, 34, 39, 53, 55, 56, 59, 60, 67]]"
DP,80,200,200,1128,1.2084619998931885,"[[7, 14, 24, 26, 28, 31, 32, 33, 54, 57, 63, 69, 78, 79]]"
DP,80,200,200,1138,1.1692743301391602,"[[1, 5, 17, 19, 23, 29, 31, 41, 44, 46, 47, 49, 55, 72]]"
DP,80,200,200,1016,1.176612377166748,"[[5, 13, 14, 19, 34, 37, 39, 52, 57, 67, 73, 74, 75]]"
DP,80,200,200,1263,1.1871137619018555,"[[10, 12, 34, 35, 36, 38, 40, 41, 42, 44, 50, 52, 68, 74, 75, 77, 79]]"
DP,70,200,200,1145,1.0410027503967285,"[[3, 9, 11, 19, 28, 37, 40, 43, 46, 47, 52, 53, 54, 65, 67, 69]]"
DP,70,200,200,780,1.0419039726257324,"[[12, 14, 16, 20, 21, 31, 32, 41, 45, 47, 59]]"
DP,70,200,200,1001,1.0131144523620605,"[[2, 13, 15, 27, 36, 38, 41, 45, 49, 50, 56, 63, 65]]"
DP,70,200,200,1067,1.0124530792236328,"[[0, 5, 16, 17, 20, 22, 24, 30, 46, 47, 49, 51, 64]]"
DP,70,200,200,1088,1.0497925281524658,"[[2, 4, 10, 12, 31, 32, 34, 39, 44, 46, 50, 55, 63, 68]]"
DP,70,200,200,1021,1.0407874584197998,"[[0, 8, 9, 14, 15, 16, 19, 30, 34, 38, 56, 60, 61, 65]]"
DP,70,200,200,1072,1.0260848999023438,"[[3, 4, 8, 9, 12, 20, 23, 28, 30, 36, 48, 51, 66, 68]]"
DP,70,200,200,1235,1.0375301837921143,"[[3, 8, 12, 16, 19, 21, 33, 45, 48, 54, 61, 62, 66, 69]]"
DP,70,200,200,915,1.018970012664795,"[[9, 16, 19, 22, 28, 31, 43, 44, 46, 47, 48, 53, 55]]"
DP,70,200,200,946,1.0463685989379883,"[[7, 26, 32, 41, 43, 45, 55, 56, 60, 62, 65, 66, 68]]"
DP,60,200,200,852,0.8876616954803467,"[[4, 9, 10, 13, 14, 19, 23, 25, 29, 39, 42, 52, 57]]"
DP,60,200,200,936,0.8831217288970947,"[[0, 3, 5, 6, 12, 15, 22, 27, 31, 34, 35, 36, 43, 44]]"
DP,60,200,200,939,0.8792319297790527,"[[16, 25, 26, 33, 37, 39, 40, 48, 51, 56, 57, 59]]"
DP,60,200,200,843,0.8580472469329834,"[[2, 5, 9, 19, 21, 30, 32, 35, 37, 41, 46, 53, 56]]"
DP,60,200,200,941,0.879375696182251,"[[4, 6, 8, 10, 27, 30, 38, 45, 48, 51, 52, 56, 59]]"
DP,60,200,200,1014,0.8753325939178467,"[[5, 7, 14, 16, 17, 23, 24, 27, 44, 48, 50, 55, 57]]"
DP,60,200,200,926,0.9238386154174805,"[[18, 30, 31, 34, 36, 38, 41, 42, 47, 49, 53, 56]]"
DP,60,200,200,820,0.8818323612213135,"[[6, 9, 14, 18, 28, 30, 32, 35, 40, 43, 53]]"
DP,60,200,200,1024,0.9090173244476318,"[[3, 10, 13, 19, 20, 34, 38, 40, 44, 46, 47, 53, 56]]"
DP,60,200,200,864,0.8602316379547119,"[[21, 23, 29, 32, 36, 37, 44, 49, 53, 59]]"
DP,90,200,200,1251,2.508657217025757,"[[3, 13, 14, 24, 27, 32, 35, 38, 44, 46, 49, 60, 72, 83, 86, 87]]"
DP,90,200,200,1384,1.3559751510620117,"[[0, 28, 33, 41, 47, 49, 53, 56, 58, 59, 65, 79, 80, 82, 85, 87, 88]]"
DP,90,200,200,1004,1.3054614067077637,"[[0, 3, 18, 23, 31, 37, 45, 46, 48, 62, 67, 78, 83]]"
DP,90,200,200,1122,2.5193498134613037,"[[4, 15, 24, 33, 38, 39, 43, 63, 66, 71, 75, 78, 81, 82]]"
DP,90,200,200,1124,1.3219451904296875,"[[4, 13, 14, 15, 20, 29, 31, 35, 45, 53, 62, 69, 70, 89]]"
DP,90,200,200,1084,1.3053982257843018,"[[5, 8, 20, 22, 29, 33, 37, 38, 39, 46, 49, 51, 55, 68, 70]]"
DP,90,200,200,1143,1.2754130363464355,"[[10, 16, 30, 31, 34, 38, 40, 41, 43, 53, 67, 72, 80, 83, 88]]"
DP,90,200,200,1209,1.30287766456604,"[[1, 13, 15, 23, 38, 41, 44, 52, 53, 54, 61, 67, 71, 75, 87, 89]]"
DP,90,200,200,1106,1.3235812187194824,"[[2, 11, 12, 16, 18, 24, 30, 38, 43, 55, 61, 70, 75, 79, 87]]"
DP,90,200,200,1206,1.3039183616638184,"[[8, 14, 19, 20, 26, 32, 34, 57, 66, 67, 70, 72, 77, 80, 85, 88]]"
DP,50,200,200,873,0.7397222518920898,"[[3, 6, 8, 9, 10, 12, 16, 25, 28, 30, 32, 33, 47]]"
DP,50,200,200,970,0.7270059585571289,"[[1, 6, 21, 29, 30, 33, 34, 36, 37, 38, 41, 43, 44, 45]]"
