Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
100,200,200,429,3.201519727706909,"[[7, 20, 24, 37, 48, 50, 54, 62, 68, 89, 91, 97]]"
100,200,200,398,3.3779780864715576,"[[5, 18, 24, 38, 42, 57, 59, 61, 63, 72, 85, 88]]"
100,200,200,452,3.434863805770874,"[[3, 38, 40, 42, 55, 58, 59, 74, 78, 82, 89, 96]]"
100,200,200,409,3.6561293601989746,"[[13, 35, 39, 42, 47, 55, 59, 66, 68, 82, 89, 96]]"
100,200,200,526,3.2401721477508545,"[[1, 6, 7, 10, 32, 36, 37, 40, 76, 92, 93, 96, 97]]"
100,200,200,490,3.355459451675415,"[[2, 10, 15, 22, 24, 35, 40, 44, 51, 63, 68, 70, 72, 76]]"
100,200,200,414,3.244856595993042,"[[10, 12, 17, 21, 25, 28, 34, 48, 72, 80, 90, 98]]"
100,200,200,511,3.3366684913635254,"[[3, 10, 14, 16, 18, 20, 25, 27, 49, 55, 61, 66, 83, 92, 95]]"
100,200,200,357,4.333989143371582,"[[3, 12, 15, 18, 22, 66, 78, 91, 96]]"
100,200,200,462,6.3375537395477295,"[[1, 15, 30, 37, 38, 51, 55, 58, 61, 70, 85]]"
