Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
1000,500,100,1085,36.238205909729004,"[[26, 106, 117, 125, 134, 184, 228, 235, 333, 350, 412, 422, 476, 481, 541, 563, 618, 663, 683, 731, 781, 806, 889, 931, 933, 971]]"
1000,500,100,1142,36.29641056060791,"[[14, 20, 160, 171, 194, 227, 275, 316, 332, 380, 431, 467, 511, 538, 640, 650, 665, 731, 732, 738, 748, 759, 798, 809, 814, 862, 867, 914, 920, 992]]"
1000,500,100,1090,36.94615364074707,"[[16, 63, 139, 157, 234, 239, 269, 272, 381, 394, 411, 421, 470, 486, 520, 541, 557, 590, 632, 644, 774, 781, 840, 869, 874, 886, 899, 915, 984]]"
1000,500,100,1040,36.87877321243286,"[[33, 49, 70, 168, 179, 214, 252, 286, 287, 295, 382, 443, 493, 577, 638, 647, 675, 685, 689, 699, 701, 763, 790, 813, 830, 947, 969, 970]]"
1000,500,100,1000,35.613905906677246,"[[23, 50, 62, 192, 247, 260, 268, 275, 294, 340, 525, 621, 634, 642, 654, 711, 788, 794, 814, 817, 831, 844, 856, 899, 921, 977]]"
1000,500,100,1001,35.8127384185791,"[[17, 39, 110, 122, 133, 159, 210, 216, 245, 246, 292, 432, 442, 489, 500, 544, 549, 594, 618, 730, 840, 868, 891, 987, 993]]"
1000,500,100,976,36.050944328308105,"[[16, 39, 71, 106, 165, 204, 230, 338, 365, 444, 500, 529, 545, 547, 600, 634, 648, 654, 696, 726, 845, 877, 888, 889, 957, 961]]"
1000,500,100,1079,36.727468967437744,"[[52, 66, 72, 103, 138, 159, 214, 270, 284, 343, 410, 456, 500, 592, 639, 643, 705, 760, 762, 791, 793, 812, 817, 919, 947, 987, 995]]"
1000,500,100,1188,36.49112868309021,"[[26, 46, 48, 77, 85, 94, 116, 165, 166, 231, 284, 286, 294, 314, 328, 362, 364, 369, 373, 482, 491, 533, 556, 605, 644, 734, 881, 907]]"
1000,500,100,1008,35.797826051712036,"[[55, 65, 192, 326, 365, 423, 452, 469, 504, 512, 576, 579, 641, 698, 723, 732, 739, 787, 817, 905, 911, 920, 927, 952, 979, 983]]"
