Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
1000,100,250,762,19.144599437713623,"[[20, 68, 88, 111, 161, 421, 578, 597, 639, 684, 693, 698, 740, 752, 832, 865, 869, 956, 978]]"
1000,100,250,819,19.334112882614136,"[[105, 155, 158, 183, 286, 294, 380, 404, 474, 508, 514, 553, 578, 583, 654, 668, 722, 800, 895]]"
1000,100,250,902,19.260488271713257,"[[63, 120, 170, 177, 204, 218, 257, 377, 409, 422, 426, 440, 479, 596, 621, 626, 821, 838, 853, 923, 947, 995]]"
1000,100,250,807,19.410259008407593,"[[15, 89, 151, 232, 264, 274, 293, 303, 329, 348, 390, 411, 462, 476, 492, 527, 819, 822, 892, 898, 963]]"
1000,100,250,740,19.16028666496277,"[[24, 50, 54, 138, 154, 209, 214, 249, 285, 290, 655, 675, 752, 760, 791, 793, 837, 894, 908, 940]]"
1000,100,250,846,19.179138898849487,"[[1, 15, 52, 63, 122, 171, 232, 295, 365, 461, 619, 652, 664, 665, 667, 751, 755, 812, 829, 886, 933, 973]]"
1000,100,250,847,19.21009588241577,"[[2, 101, 108, 226, 227, 264, 310, 423, 446, 563, 572, 582, 671, 686, 698, 716, 723, 789, 826, 836, 955]]"
1000,100,250,786,19.41295886039734,"[[14, 326, 410, 443, 466, 470, 477, 566, 573, 605, 631, 644, 700, 702, 751, 836, 870, 885, 993]]"
1000,100,250,844,19.177191734313965,"[[44, 69, 233, 234, 268, 316, 325, 433, 438, 448, 509, 692, 719, 721, 748, 749, 752, 860, 932, 983, 984]]"
1000,100,250,736,19.310136079788208,"[[18, 125, 173, 231, 372, 419, 466, 526, 544, 553, 571, 645, 650, 758, 761, 785, 817, 881, 932]]"
