Num_Itens,Cap_Peso,Cap_Volume,Lucro_Max,Tempo_Exec(s),Itens_Ids
1000,100,100,553,6.955134868621826,"[[114, 193, 219, 266, 412, 432, 433, 630, 738, 760, 781, 867, 870, 874]]"
1000,100,100,645,6.847408294677734,"[[157, 158, 174, 218, 249, 319, 535, 560, 723, 757, 818, 819, 842, 909, 950, 965]]"
1000,100,100,533,6.866504907608032,"[[133, 266, 288, 514, 620, 666, 694, 745, 810, 835, 840, 860, 880, 905]]"
1000,100,100,529,6.837754011154175,"[[24, 83, 143, 297, 425, 446, 551, 727, 775, 777, 780, 840, 924, 952]]"
1000,100,100,597,6.8693687915802,"[[28, 88, 142, 143, 316, 466, 520, 555, 615, 634, 731, 792, 805, 839, 853, 858]]"
1000,100,100,612,6.978737115859985,"[[22, 23, 118, 222, 228, 231, 302, 315, 492, 507, 553, 659, 752, 820, 825, 866, 970]]"
1000,100,100,469,6.868372678756714,"[[18, 170, 243, 317, 332, 338, 342, 356, 430, 510, 596, 801, 804]]"
1000,100,100,620,6.758264541625977,"[[7, 31, 156, 193, 302, 451, 645, 691, 696, 711, 720, 740, 834, 844, 929, 957]]"
1000,100,100,563,6.750353097915649,"[[17, 45, 121, 251, 257, 335, 351, 583, 630, 725, 732, 745, 773, 909, 945, 960]]"
1000,100,100,557,6.772785902023315,"[[11, 25, 35, 165, 206, 279, 338, 387, 430, 592, 644, 720, 782, 982]]"
1000,100,100,640,6.792503118515015,"[[43, 48, 74, 114, 310, 440, 497, 635, 643, 721, 723, 741, 768, 805, 850, 874, 927, 963]]"
1000,100,100,685,6.782670736312866,"[[109, 131, 152, 156, 218, 470, 509, 554, 654, 685, 755, 808, 918, 924, 973, 977]]"
1000,100,100,703,6.863684892654419,"[[81, 206, 241, 272, 336, 557, 599, 708, 770, 800, 810, 840, 858, 877, 919, 947, 952]]"
1000,100,100,518,6.743139028549194,"[[115, 188, 221, 427, 485, 503, 518, 628, 632, 636, 661, 667, 699, 944]]"
1000,100,100,560,6.7847208976745605,"[[6, 55, 218, 304, 342, 430, 514, 560, 574, 686, 801, 809, 810, 874, 915]]"
1000,100,100,602,6.780410528182983,"[[75, 89, 104, 129, 165, 207, 220, 254, 287, 326, 400, 519, 652, 856, 863]]"
1000,100,100,635,6.858424425125122,"[[121, 247, 278, 609, 633, 655, 728, 737, 742, 776, 830, 930, 949, 967, 971, 982]]"
1000,100,100,647,7.156083822250366,"[[10, 118, 322, 334, 398, 407, 416, 431, 471, 558, 778, 780, 816, 880, 921, 926]]"
1000,100,100,706,6.871766090393066,"[[2, 30, 58, 253, 302, 303, 366, 527, 528, 572, 678, 692, 720, 732, 734, 827, 880, 884]]"
1000,100,100,516,6.779260873794556,"[[43, 349, 384, 409, 421, 519, 595, 709, 741, 781, 833, 887, 934]]"
